action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,A,A,_v,attentionGame,,greed,both got paid,Definitely<br />Friends,,TRIAL,58,24,,,,343522.0,50,
,B,B,_h,threat,,risky pick,zoe is greedy,Definitely<br />Friends,3.0,TRIAL,56,65,,,,360304.0,50,
,A,B,_h,threat,,both want paid,one got less so unfair,Definitely<br />Friends,1.0,TRIAL,51,61,,,,377120.0,50,
,,,,,,,,,,END,,,begin,,,,50,
,,,,,,,,,,END,,,submit,,,,50,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,51,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,51,55913.0
,B,B,_v,disjunctive,,they shared their money,they didn't share this time,Definitely<br />Friends,3.0,TRIAL,0,100,,,,50847.0,51,
,A,A,_h,disjunctive,,she gave up the money but could still get screwed,they did share their money.,Definitely<br />Friends,0.0,TRIAL,14,0,,,,94703.0,51,
,A,B,_h,coordination,,because he split the money.,he would rather take nothing and screw the other guy.,Definitely<br />Friends,1.0,TRIAL,17,100,,,,147718.0,51,
,A,A,_h,coordination,,same name and gave up the money.,shared their money,Definitely<br />Friends,0.0,TRIAL,0,0,,,,246325.0,51,
,A,B,_h,threat,,gave more than he took,she took advantage.,Definitely<br />Friends,1.0,TRIAL,0,77,,,,287709.0,51,
,B,B,_h,threat,,looks like he's taking the money to run.,she stole his money,Definitely<br />Friends,3.0,TRIAL,82,100,,,,330380.0,51,
,A,A,_h,threat,,he is being kind,he gave more despite going last,Definitely<br />Friends,0.0,TRIAL,30,0,,,,377171.0,51,
,A,B,_h,singleControl,,just being fair not giving extra,she took it all,Definitely<br />Friends,1.0,TRIAL,49,97,,,,751374.0,51,
,A,A,_v,singleControl,,geoff is nice,emily is nice also,Definitely<br />Friends,0.0,TRIAL,22,0,,,,783205.0,51,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,803077.0,51,
,B,B,_v,pd,,Greedy Sally,WIlliam is still nice a stand-up guy,Definitely<br />Friends,3.0,TRIAL,100,26,,,,841148.0,51,
,A,A,_h,pd,,matt is a fair fellow,frank is also a fair fellow,Definitely<br />Friends,0.0,TRIAL,0,0,,,,866180.0,51,
,,,,,,,,,,END,,,begin,,,,51,
,,,,,,,,,,END,,,submit,,,,51,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,52,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,52,61747.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,52,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,52,29402.0
,A,B,_h,coordination,,"They did not give each other anything, so I would say they are definitely not friends.
",They both chose to not receive any money.,Definitely<br />Friends,1.0,TRIAL,90,1,,,,140774.0,52,
,A,A,_v,coordination,,They both chose to not receive any money,They both chose to receive the same amount of money,Definitely<br />Friends,0.0,TRIAL,6,1,,,,204306.0,52,
,B,B,_v,disjunctive,,They both received the same amount of money,Neither received any money,Definitely<br />Friends,3.0,TRIAL,2,48,,,,243878.0,52,
,A,A,_v,disjunctive,,They both received money,They both received the same amount,Definitely<br />Friends,0.0,TRIAL,9,1,,,,284108.0,52,
,A,A,_h,singleControl,,Austin gave his friend more money,They both received the same amount,Definitely<br />Friends,0.0,TRIAL,10,3,,,,366199.0,52,
,B,A,_v,singleControl,,Frank did not receive any money,Frank let Hannah have the money,Definitely<br />Friends,1.0,TRIAL,96,3,,,,406858.0,52,
,A,A,_v,threat,,They both received money,Geoff chose to receive more money,Definitely<br />Friends,0.0,TRIAL,9,74,,,,458365.0,52,
,B,A,_v,threat,,Olivia received more money,Olivia received more money,Definitely<br />Friends,1.0,TRIAL,11,65,,,,497712.0,52,
,B,B,_v,threat,,Robert received more money,Robert received more money,Definitely<br />Friends,3.0,TRIAL,79,7,,,,537237.0,52,
,B,B,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,49,52,,,,567003.0,52,
,B,B,_v,pd,,Kaylee keeps the most money,Chose to receive the same amount of money,Definitely<br />Friends,3.0,TRIAL,73,25,,,,608871.0,52,
,A,A,_v,pd,,Gavin chose to keep the money equal,Jacob chose to keep the money equal,Definitely<br />Friends,0.0,TRIAL,29,12,,,,650295.0,52,
,,,,,,,,,,END,,,begin,,,,52,
,,,,,,,,,,END,,,submit,,,,52,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,53,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,53,152935.0
,B,A,_v,threat,,he chose what would give her the least,There is no even way for this to go. Someone has to get less. they probably are friends but if he picks A he may get nothing,Definitely<br />Enemies,1.0,TRIAL,43,53,,,,142067.0,53,
,B,B,_v,threat,,there is not way to tell based on this. Someone always looses. ,there is not way to tell based on this. Someone always looses. ,Definitely<br />Enemies,3.0,TRIAL,50,33,,,,221092.0,53,
,A,A,_h,threat,,She picked the one that would always give her something as well as the other. ,there is not way to tell based on this. Someone always looses. ,Definitely<br />Enemies,0.0,TRIAL,51,50,,,,288013.0,53,
,A,A,_v,singleControl,,This option is going to make them both get the same. you would not do this for an enemy,They both got the same. you would not do this for an enemy. You would make sure they loose,Definitely<br />Enemies,0.0,TRIAL,85,99,,,,352427.0,53,
,B,A,_v,singleControl,,this choose is always gong to result in the other gettting nothing,Someone got nothing and you would not do that to a friend,Definitely<br />Enemies,1.0,TRIAL,1,1,,,,399741.0,53,
,A,A,_h,coordination,,I think he is trying to make it even eithr way. ,They both came out on top. ,Definitely<br />Enemies,0.0,TRIAL,62,100,,,,439712.0,53,
,B,A,_v,coordination,,This option will make them both even either way,Even though they lost the were even,Definitely<br />Enemies,1.0,TRIAL,79,87,,,,468353.0,53,
,A,A,_v,disjunctive,,This choice should benefit them both,"
They both picked to help each other",Definitely<br />Enemies,0.0,TRIAL,100,100,,,,502059.0,53,
,B,B,_h,disjunctive,,This option is the only one that can give nothing to the other,This didn't have to go this way. They both could have won,Definitely<br />Enemies,3.0,TRIAL,36,1,,,,542414.0,53,
,B,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,567705.0,53,
,A,A,_h,pd,,could be either based on this optioin,If jacob had chosen B lauren would have lost but he did not. He picked so they both won the same. ,Definitely<br />Enemies,0.0,TRIAL,51,78,,,,644751.0,53,
,B,B,_v,pd,,The other option would help the other person out ,It was even so it could be either way,Definitely<br />Enemies,3.0,TRIAL,32,53,,,,683205.0,53,
,,,,,,,,,,END,,,begin,,,,53,
,,,,,,,,,,END,,,submit,,,,53,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,54,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,54,54959.0
,A,B,_h,coordination,,he chose the payout that gives austin the maximum money also,My guess would be Austin made a mistake because neither person got money,Definitely<br />Friends,1.0,TRIAL,0,47,,,,115017.0,54,
,A,A,_v,coordination,,Megan picked the payment that gave them both the max money,olivia followed megan by securing the max money for both of them,Definitely<br />Friends,0.0,TRIAL,1,0,,,,184499.0,54,
,A,A,_h,pd,,David made sure they both received money,Gerald followed David by taking care of both of them instead of taking more money for himself,Definitely<br />Friends,0.0,TRIAL,4,0,,,,247198.0,54,
,B,B,_h,pd,,Kaylee is looking out for herself first and stiffing Sally,Sally took the option so she would get paid also ,Definitely<br />Friends,3.0,TRIAL,81,87,,,,331115.0,54,
,B,B,_h,threat,,Frank took less money so Sydney could have more,Sydney totally screwed Frank leaving him with nothing. ,Definitely<br />Friends,3.0,TRIAL,0,100,,,,419313.0,54,
,A,A,_h,threat,,William made it so rebecca would receive something,Rebecca made sure william got the max money,Definitely<br />Friends,0.0,TRIAL,23,0,,,,506951.0,54,
,A,B,_h,threat,,Emily made it so hannah will get some money,Hannah took the lion share of the funds for herself,Definitely<br />Friends,1.0,TRIAL,22,63,,,,572223.0,54,
,B,A,_v,singleControl,,Jacob decided not to share with zoe,Zoe made sure she got paid but also Jacob,Definitely<br />Friends,1.0,TRIAL,98,49,,,,775634.0,54,
,A,A,_v,singleControl,,Matt made it so ryan can get equal payment,Ryan followed suit and the pair each got the same payment. ,Definitely<br />Friends,0.0,TRIAL,0,1,,,,843702.0,54,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,52,49,,,,873484.0,54,
,B,B,_h,disjunctive,,Logan left the door open for the pair to get nothing ,Maria chose to accept nothing so logan would get nothing ,Definitely<br />Friends,3.0,TRIAL,58,100,,,,941133.0,54,
,A,A,_h,disjunctive,,Lauren chose so the pair would both get dollars,Richmond went along with Lauren so they both got the maximum money,Definitely<br />Friends,0.0,TRIAL,0,0,,,,1046519.0,54,
,,,,,,,,,,END,,,begin,,,,54,
,,,,,,,,,,END,,,submit,,,,54,
,,,,,,,,,,END,,,submit,,,,54,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,55,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,55,49426.0
,B,B,_h,pd,,Judging by Lauren's choice I'd say they were enemies.,They both ended up with the same amount.,Definitely<br />Enemies,3.0,TRIAL,0,100,,,,147804.0,55,
,A,A,_h,pd,,Ryan's looking to keep all the money.,Kaylee surprised Ryan I think.,Definitely<br />Enemies,0.0,TRIAL,0,2,,,,216691.0,55,
,B,B,_v,disjunctive,,Luke is hoping Sally makes a similar decision.,Luke was wrong.,Definitely<br />Enemies,3.0,TRIAL,100,100,,,,269435.0,55,
,A,A,_v,disjunctive,,Gavin wants them have a big payout.,Sydney figured Gavin would make the same choice.,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,337091.0,55,
,A,A,_h,singleControl,,David wants them both to make the same amount.,Matt trusted David's choice.,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,413811.0,55,
,A,B,_h,singleControl,,William wants them to make the same amount.,Kate wanted all the money.,Definitely<br />Enemies,1.0,TRIAL,100,0,,,,461514.0,55,
,A,A,_v,coordination,,Austin wants them to make equal amounts.,Gerald trusted his friend's judgement.,Definitely<br />Enemies,0.0,TRIAL,99,100,,,,514010.0,55,
,B,A,_v,coordination,,I think Emily is looking out for her friend.,Robert didn't want either of them to benefit.,Definitely<br />Enemies,1.0,TRIAL,100,0,,,,569971.0,55,
,A,A,_v,threat,,Zoe is giving them an equal chance of making something.,Zoe let Geoff make the biggest amount.,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,635971.0,55,
,A,A,_v,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,54,51,,,,679730.0,55,
,B,B,_v,threat,,Richmond wants to make the most no matter what.,Richmond made sure Frank didn't make anything.,Definitely<br />Enemies,3.0,TRIAL,0,0,,,,745083.0,55,
,A,B,_h,threat,,Matthew wants them both to make something.,Mathew's choice indicated that he wanted Olivia to decide who made the most.,Definitely<br />Enemies,1.0,TRIAL,100,100,,,,833323.0,55,
,,,,,,,,,,END,,,begin,,,,55,
,,,,,,,,,,END,,,submit,,,,55,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,56,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,56,72548.0
,A,A,_v,pd,,Megan gets money either way but he might not get any,She was as fair as he was so they both got money,Definitely<br />Friends,0.0,TRIAL,0,0,,,,55552.0,56,
,B,B,_v,pd,,She picked what gives him the lowest amount,I still don't think they are friends since she chose what only really benefits herself,Definitely<br />Friends,3.0,TRIAL,76,61,,,,138420.0,56,
,A,A,_v,disjunctive,,It's hard to tell since it's the best option for both of them to choose,Either was a good option for both to have same amount of money so it's difficult to tell if friends or enemies.,Definitely<br />Friends,0.0,TRIAL,45,39,,,,197740.0,56,
,B,B,_h,disjunctive,,They might not be friends since gavin seems to be testing logan,logan made sure gavin didn't get any money even if he lost some too,Definitely<br />Friends,3.0,TRIAL,60,100,,,,264884.0,56,
,A,A,_v,threat,,She chose what was best for herself,He chose what gave him at least a little so I'm not sure they are friends.,Definitely<br />Friends,0.0,TRIAL,60,53,,,,310955.0,56,
,B,A,_v,threat,,He made sure to get what was best for himself and not her,She made the only choice she could to still get some money,Definitely<br />Friends,1.0,TRIAL,59,57,,,,366156.0,56,
,B,B,_v,threat,,Lauren only cared about herself,I think zoe punished lauren by making sure it was at least less money,Definitely<br />Friends,3.0,TRIAL,71,99,,,,401132.0,56,
,A,B,_h,coordination,,Hard to tell since each could have same outcome,sydney chose what punished kate,Definitely<br />Friends,1.0,TRIAL,48,90,,,,439952.0,56,
,A,A,_v,coordination,,This one could go either way,Possible they are friends but could be just making sure they got money,Definitely<br />Friends,0.0,TRIAL,40,41,,,,474844.0,56,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,500696.0,56,
,A,A,_h,singleControl,,Both have same outcomes,Possibly friends since he didn't punish her,Definitely<br />Friends,0.0,TRIAL,51,44,,,,533208.0,56,
,B,A,_v,singleControl,,Matthew made sure daniel would get nothing,daniel was getting nothing no matter what,Definitely<br />Friends,1.0,TRIAL,100,100,,,,568841.0,56,
,,,,,,,,,,END,,,begin,,,,56,
,,,,,,,,,,END,,,submit,,,,56,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,57,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,57,32964.0
,A,A,_h,threat,,He chose to give Matt the chance to make money,Matt helped matthew in reciprocation,Definitely<br />Friends,0.0,TRIAL,14,0,,,,94327.0,57,
,B,B,_h,threat,,Lauren chose bady and selfishly,William made the right choice because lauren didn't help him,Definitely<br />Friends,3.0,TRIAL,65,48,,,,164717.0,57,
,B,A,_v,threat,,David made a choice where they can't both benefit.,Kaylee made the only sound choice. ,Definitely<br />Friends,1.0,TRIAL,59,36,,,,257944.0,57,
,B,B,_h,pd,,Geoff was trying to be greedy.,Frank made the only sound choice.,Definitely<br />Friends,3.0,TRIAL,90,40,,,,306916.0,57,
,A,A,_v,pd,,Sydney put themselves in a position to benefit both people or get screwed. They trusted Rebecca,Rebecca chose to benefit both equally.,Definitely<br />Friends,0.0,TRIAL,28,3,,,,371230.0,57,
,A,A,_v,singleControl,,Robert chose to help Ryan.,Same choices.,Definitely<br />Friends,0.0,TRIAL,1,19,,,,407099.0,57,
,B,A,_v,singleControl,,Gavin chose to be selfish,Hannah had no good choice.,Definitely<br />Friends,1.0,TRIAL,89,91,,,,435097.0,57,
,A,A,_h,coordination,,Same choices either way.,Same choices. No difference.,Definitely<br />Friends,0.0,TRIAL,49,47,,,,465015.0,57,
,A,B,_h,coordination,,These choices are the same.,Logan chose to hurt both players. No real reason,Definitely<br />Friends,1.0,TRIAL,48,95,,,,502244.0,57,
,A,B,_h,attentionGame,,Luke made the best choice for himself or both.,0,Definitely<br />Friends,,TRIAL,47,50,,,,530721.0,57,
,A,A,_h,disjunctive,,Emily made the safe choice.,No real choice was made.,Definitely<br />Friends,0.0,TRIAL,44,39,,,,576734.0,57,
,B,B,_h,disjunctive,,Sally just made a bad choice.,Daniel hurt himself to hurt emily too.,Definitely<br />Friends,3.0,TRIAL,56,71,,,,613452.0,57,
,,,,,,,,,,END,,,begin,,,,57,
,,,,,,,,,,END,,,submit,,,,57,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,58,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,58,93139.0
,A,A,_h,threat,,She's just trying to maximize her own profits,Gavin helped her out when he could've won more by choosing option B,Definitely<br />Enemies,0.0,TRIAL,34,82,,,,80071.0,58,
,A,B,_h,threat,,He's trying to maximize his profits,Sally could've chose option A to help Luke out more but didn't,Definitely<br />Enemies,1.0,TRIAL,36,33,,,,149761.0,58,
,B,B,_h,threat,,He's trying to maximize his profits,She's just trying to maximize her own profits,Definitely<br />Enemies,3.0,TRIAL,18,15,,,,196267.0,58,
,A,A,_h,singleControl,,He's trying to maximize his profits,He wanted them both to win money,Definitely<br />Enemies,0.0,TRIAL,23,87,,,,227919.0,58,
,A,B,_h,singleControl,,He's just trying to maximize his profits,She could've helped Frank out and still won the same amount but chose not to,Definitely<br />Enemies,1.0,TRIAL,36,13,,,,279346.0,58,
,A,A,_v,disjunctive,,She just wanted to maximize her profit,It's hard to tell because both options yield the same reward,Definitely<br />Enemies,0.0,TRIAL,50,50,,,,333129.0,58,
,B,B,_h,disjunctive,,He's just trying to maximize his profits,He didn't want anyone to win any money,Definitely<br />Enemies,3.0,TRIAL,41,1,,,,375931.0,58,
,A,A,_h,coordination,,She's just trying to maximize his profits,She's just trying to maximize her profits and also helped out ZOE,Definitely<br />Enemies,0.0,TRIAL,32,81,,,,417297.0,58,
,A,B,_h,coordination,,She's just trying to maximize her profits,Matt didn't want Sydney to win any money,Definitely<br />Enemies,1.0,TRIAL,44,7,,,,454181.0,58,
,A,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,469379.0,58,
,B,B,_h,pd,,He's just trying to maximize his profits,She chose the option that reduced Gerald's reward,Definitely<br />Enemies,3.0,TRIAL,21,25,,,,502559.0,58,
,A,A,_h,pd,,He wants them both to win money,She wanted them both to win money,Definitely<br />Enemies,0.0,TRIAL,82,86,,,,537025.0,58,
,,,,,,,,,,END,,,begin,,,,58,
,,,,,,,,,,END,,,submit,,,,58,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,59,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,59,114176.0
,B,B,_v,threat,,DANIEL RECEIVED LOWEST AMOUNT. BUT LOGAN RECEIVED HIGH AMOUNT . ,BECAUSE DANIEL DIDN'T RECEIVE ANY AMOUNT.,Definitely<br />Friends,3.0,TRIAL,86,100,,,,130042.0,59,
,B,A,_v,threat,,KATE RECEIVED THE HIGHEST AMOUNT.BUT JACOB RECEIVED LOWEST AMOUNT,JACOB RECEIVE LOWEST AMOUNT,Definitely<br />Friends,1.0,TRIAL,86,60,,,,222750.0,59,
,A,A,_h,threat,,BOTH ARE RECEIVED SAME AMOUNT,AUSTIN RECEIVED LOWEST AMOUNT,Definitely<br />Friends,0.0,TRIAL,0,66,,,,298618.0,59,
,A,A,_v,coordination,,BOTH RECEIVED SAME AMOUNT,BOTH RECEIVED SAME AMOUNT,Definitely<br />Friends,0.0,TRIAL,0,0,,,,355232.0,59,
,A,B,_h,coordination,,BOTH RECEIVE SAME AMOUNT,BOTH DIDN'T RECEIVE ANY AMOUNT,Definitely<br />Friends,1.0,TRIAL,0,100,,,,403246.0,59,
,A,A,_v,pd,,"BOTH DIDN'T RECEIVE SAME AMOUNT
",BOTH RECEIVE SAME AMOUNT,Definitely<br />Friends,0.0,TRIAL,65,0,,,,529921.0,59,
,B,B,_v,pd,,MATT RECEIVE VERY LOW AMOUNT,BOTH ARE RECEIVE SAME AMOUNT,Definitely<br />Friends,3.0,TRIAL,73,0,,,,570874.0,59,
,A,A,_h,disjunctive,,ZOE AND MARIA DEFINITELY FRIENDS BECAUSE BOTH ARE RECEIVE SAME HIGHEST AMOUNT,BOTH RECEIVE SAME AMOUNT,Definitely<br />Friends,0.0,TRIAL,0,0,,,,652781.0,59,
,A,A,_h,attentionGame,,BOTH ARE RECEIVE SAME AMOUNT,BOTH ARE RECEIVE SAME AMOUNT,Definitely<br />Friends,,TRIAL,50,0,,,,693811.0,59,
,B,B,_h,disjunctive,,RYAN AND KAYLEE ARE REALLY FRIENDS  BECAUSE SAME AMOUNT THEY ARE RECEIVED,BOTH ARE REALLY ENEMIES BECAUSE THEY DON'T WANT TO PAYOUT.,Definitely<br />Friends,3.0,TRIAL,0,99,,,,797653.0,59,
,B,A,_v,singleControl,,ENEMIES ,DAVID DON'T WANT TO PAYOUT,Definitely<br />Friends,1.0,TRIAL,96,93,,,,837809.0,59,
,A,A,_h,singleControl,,SALLY DON'T WANT TO PAYOUT,BOTH ARE RECEIVE SAME AMOUNT,Definitely<br />Friends,0.0,TRIAL,72,0,,,,886854.0,59,
,,,,,,,,,,END,,,begin,,,,59,
,,,,,,,,,,END,,,submit,,,,59,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,60,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,60,101629.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,60,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,60,16926.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,60,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,60,1480.0
,B,B,_h,disjunctive,,They are most likely enemies since Jacob chose the only possibility that had any chance that Rebecca would get no reward.,Rebecca was willing to give up a reward to make sure Jacob did not get one too.,Definitely<br />Friends,3.0,TRIAL,100,100,,,,303775.0,60,
,A,A,_h,disjunctive,,Richmond picked the choice were he is guaranteed to have a reward. He could just be looking out for himself.,The outcome was the same regardless of Robert's choice so there isn't any way to know if they are friends or enemies.,Definitely<br />Friends,0.0,TRIAL,42,49,,,,435223.0,60,
,B,B,_v,threat,,Maria picked the outcome where she has the chance of getting the largest reward. They may or may not be enemies. Maria could simply just be selfish.,Kaylee was willing to give up a reward entirely to reduce Maria's reward.,Definitely<br />Friends,3.0,TRIAL,64,100,,,,559509.0,60,
,A,B,_h,threat,,No way to tell for sure. Austin could just be picking the option that will net them the highest rewards.,No way to tell. Gerald could just be looking out for himself. It doesn't mean they are enemies.,Definitely<br />Friends,1.0,TRIAL,50,50,,,,667309.0,60,
,A,A,_v,threat,,"Matthew picked the choice that will gain him the highest reward. He certainly isn't looking out for Kate. However, it doesn't guarantee they are enemies.",Kate picked the choice that was best for herself. It doesn't give any indication if they are friends or enemies.,Definitely<br />Friends,0.0,TRIAL,64,52,,,,796934.0,60,
,A,A,_h,pd,,Sally's choice will net Megan the highest rewards. She is also trusting Megan not to screw her over.,Megan chose to share the money evenly instead of being selfish. They are definitely friends.,Definitely<br />Friends,0.0,TRIAL,0,0,,,,876397.0,60,
,B,B,_v,pd,,If Ryan trusted Gavin he would have chose A. He definitely doesn't trust him.,Gavin chose the best option for him. It doesn't mean they are enemies but they definitely don't seem like friends.,Definitely<br />Friends,3.0,TRIAL,100,52,,,,1008040.0,60,
,A,A,_v,singleControl,,Matt could have chose B and assured himself of the same reward as A and made sure Lauren didn't get a reward at all. By insuring they both get a reward they are definitely friends.,Matt could have chose to screw Lauren over instead of making sure they got the same reward. They are friends.,Definitely<br />Friends,0.0,TRIAL,0,0,,,,1114891.0,60,
,A,B,_h,singleControl,,No way to tell since both options have the same result.,Frank chose to make sure Geoff didn't get $6 too so they are enemies. He could have chosen them both to get $6. ,Definitely<br />Friends,1.0,TRIAL,50,100,,,,1194928.0,60,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,1216795.0,60,
,B,A,_v,coordination,,No way to know since both choices are essentially the same.,Zoe chose to sacrifice a $12 reward to make sure Logan did get anything. It was very mean.,Definitely<br />Friends,1.0,TRIAL,51,100,,,,1309848.0,60,
,A,A,_h,coordination,,No way to tell since both are the same.,No way to know for sure if Olivia was looking out for herself or both of them.,Definitely<br />Friends,0.0,TRIAL,50,42,,,,1361576.0,60,
,,,,,,,,,,END,,,begin,,,,60,
,,,,,,,,,,END,,,submit,,,,60,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,61,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,61,63365.0
,A,A,_h,threat,,They both got the most out of their choices,they both chose options that maximized both earnings,Definitely<br />Enemies,0.0,TRIAL,89,90,,,,68010.0,61,
,B,B,_h,threat,,They screwed both over,They both screwed over eachother,Definitely<br />Enemies,3.0,TRIAL,17,6,,,,104066.0,61,
,B,A,_v,threat,,They seem neutral,They both maximized each earnings,Definitely<br />Enemies,1.0,TRIAL,50,92,,,,143121.0,61,
,A,A,_h,pd,,Frank got screwed,They both picked the fair option,Definitely<br />Enemies,0.0,TRIAL,8,62,,,,172792.0,61,
,B,B,_v,pd,,They chose bad options,This seemed neautral,Definitely<br />Enemies,3.0,TRIAL,23,50,,,,211000.0,61,
,A,A,_h,disjunctive,,They both maximized earnings,They both maximized earnings,Definitely<br />Enemies,0.0,TRIAL,50,50,,,,246511.0,61,
,B,B,_h,disjunctive,,They both maximized earnings,they both chose badly,Definitely<br />Enemies,3.0,TRIAL,50,16,,,,274383.0,61,
,A,A,_v,singleControl,,They both maximized earnings,They both maximized earnings,Definitely<br />Enemies,0.0,TRIAL,78,85,,,,286399.0,61,
,A,B,_h,singleControl,,Sally got screwed,Sally got screwed,Definitely<br />Enemies,1.0,TRIAL,16,18,,,,309967.0,61,
,A,B,_h,attentionGame,,Emily got screwed,They both maximized earnings,Definitely<br />Enemies,,TRIAL,13,86,,,,330455.0,61,
,B,A,_v,coordination,,They both maximized earnings,They screwed eachother over,Definitely<br />Enemies,1.0,TRIAL,84,15,,,,357663.0,61,
,A,A,_h,coordination,,They both maximized earnings,They both maximized earnings,Definitely<br />Enemies,0.0,TRIAL,80,77,,,,369911.0,61,
,,,,,,,,,,END,,,begin,,,,61,
,,,,,,,,,,END,,,submit,,,,61,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,62,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,62,56763.0
,A,B,_h,singleControl,,Jack's outcome would be 6 in all scenarios so Hannah does not have the option to make a hostile move. She predictably chooses the best one for her which also happens to be equal to Jack's payout and her motive cannot be determined.,"Since Jack would receive 6 no matter what, he could only choose a result that gave Hannah 0 if he wished to be harmful.",Definitely<br />Friends,1.0,TRIAL,51,97,,,,204893.0,62,
,A,A,_v,singleControl,,"Zoe could have chosen to be hostile to Richmond and give 0, but did not. This demonstrates that they are probably not enemies, but does not prove they are friends.",They are defenitely not enemies because no hostile choice was made.,Definitely<br />Friends,0.0,TRIAL,39,37,,,,317748.0,62,
,A,A,_v,coordination,,Cannot be determined with equal results for both.,Both players could have been making choices that resulted in their best interests.,Definitely<br />Friends,0.0,TRIAL,50,41,,,,393015.0,62,
,B,A,_v,coordination,,Not enough information or variance in choices,Daniel gave up his own payout to ensure that Emily got 0,Definitely<br />Friends,1.0,TRIAL,50,97,,,,494725.0,62,
,B,B,_h,disjunctive,,"Option A would eliminate the possibility of Austin or anyone receiving 0, but he chose B",Austin forfeited his payout to ensure that Jacob received nothing.,Definitely<br />Friends,3.0,TRIAL,80,96,,,,594387.0,62,
,A,A,_v,disjunctive,,Not enough information or variance in options,Players could simply be looking out for their own best interests and receiving maximum. No intentional hostility shown.,Definitely<br />Friends,0.0,TRIAL,51,50,,,,664436.0,62,
,B,A,_v,threat,,This option would be in Williams best interests. Does not prove any definitive feelings towards Olivia.,This was the best that Olivia could do for herself. ,Definitely<br />Friends,1.0,TRIAL,50,50,,,,768690.0,62,
,B,B,_v,threat,,This is the logical choice for maximizing his payout. Relationship cannot be determined.,Maria forfeited her own payout to ensure the outcome that would hurt Geoff the most.,Definitely<br />Friends,3.0,TRIAL,50,96,,,,875209.0,62,
